u,v,key,osmid,highway,lanes,maxspeed,name,oneway,ref,reversed,length,geometry,bridge,tunnel,junction
1197880231,5745308280,0,103755096,unclassified,,,,False,,False,106.25487724181666,"LINESTRING (140.6396923 36.569412, 140.639762 36.5693657, 140.6398656 36.5692681, 140.6399775 36.569191, 140.6400978 36.5691206, 140.6402413 36.5690472, 140.6403248 36.5690209, 140.6405643 36.5689735, 140.6406968 36.5689459)",,,
1197880231,5745311821,0,103755096,unclassified,,,,False,,True,124.79234509134871,"LINESTRING (140.6396923 36.569412, 140.6396262 36.5694584, 140.6392493 36.5695398, 140.638763 36.5696439, 140.6385219 36.5696699, 140.6383501 36.5696845)",,,
1197880234,10614533606,0,103752669,primary,2,,梅林通り,False,37,False,140.49231083342468,"LINESTRING (140.623368 36.5726013, 140.6229693 36.5726266, 140.6227219 36.5726423, 140.622181 36.5726969, 140.6219621 36.5727494, 140.6218279 36.5728059)",,,
1197880234,1197959866,0,103752669,primary,2,,梅林通り,False,37,True,279.4190979734721,"LINESTRING (140.623368 36.5726013, 140.6236214 36.5725902, 140.6238239 36.5725817, 140.6241854 36.5725582, 140.6243842 36.5725203, 140.624524 36.5724738, 140.6246781 36.5724104, 140.6248069 36.5723424, 140.6249151 36.5722563, 140.6250134 36.5721648, 140.6251242 36.5720332, 140.6254347 36.5716819, 140.6255846 36.571513, 140.6256974 36.5713937, 140.6257983 36.5713101)",,,
1197880234,4472335700,0,1196977980,tertiary,,,,False,,False,371.6894141807039,"LINESTRING (140.623368 36.5726013, 140.6234042 36.572543, 140.6234348 36.5724886, 140.6235556 36.5722846, 140.6236911 36.5720442, 140.6237474 36.5719214, 140.6237935 36.5717548, 140.6238306 36.5716586, 140.6239578 36.5713996, 140.6240088 36.5712815, 140.6240279 36.5712034, 140.6240115 36.5710984, 140.6239715 36.5710023, 140.6238989 36.5709067, 140.6237714 36.570744, 140.6236369 36.5705923, 140.6235408 36.5705221, 140.6233906 36.570425, 140.6232511 36.5703842, 140.6231359 36.5703769, 140.622907 36.5704029, 140.6227228 36.5704286, 140.6223022 36.5704447)",,,
1197880243,4552443358,0,103855139,tertiary,2,,,False,,False,7.518328702320113,"LINESTRING (140.6343987 36.5477472, 140.6344068 36.5478145)",,,
1197880243,4552443342,0,226015218,primary,2,40,日立笠間線,False,61,False,51.00914600185047,"LINESTRING (140.6343987 36.5477472, 140.6342163 36.5478125, 140.634085 36.5478596, 140.6338775 36.5479346)",,,
1197880243,4552443343,0,226015218,primary,2,40,日立笠間線,False,61,True,39.62492083585754,"LINESTRING (140.6343987 36.5477472, 140.6345218 36.5476968, 140.6346144 36.5476494, 140.6347729 36.5475573)",,,
1197880245,1197879706,0,1315464708,tertiary,2,,,False,,False,72.70799579042777,"LINESTRING (140.6244141 36.5556355, 140.624531 36.5562826)",,,
1197880245,1199382597,0,1315464708,tertiary,2,,,False,,True,24.88864337158661,"LINESTRING (140.6244141 36.5556355, 140.6243776 36.5554136)",,,
1197880245,1199382888,0,103906108,residential,,,,False,,False,46.67188690446052,"LINESTRING (140.6244141 36.5556355, 140.6244608 36.55563, 140.6249312 36.5555752)",,,
1197880246,1223175339,0,103906126,tertiary,2,,,False,,False,29.154712977434336,"LINESTRING (140.6357103 36.5629754, 140.6354049 36.563068)",,,
1197880246,5745512556,0,1260636333,unclassified,,,,False,,False,55.493312777701924,"LINESTRING (140.6357103 36.5629754, 140.6358092 36.5624827)",,,
1197880246,5938940602,0,1260636333,unclassified,,,,False,,True,161.64886845040297,"LINESTRING (140.6357103 36.5629754, 140.6354256 36.5643522, 140.6354154 36.5644097)",,,
1197880247,1199382669,0,103755083,tertiary,2,,,False,,False,59.264036414328004,"LINESTRING (140.6305687 36.558168, 140.6310196 36.557777)",,,
1197880247,1197880186,0,103755083,tertiary,2,,,False,,True,67.62542464845056,"LINESTRING (140.6305687 36.558168, 140.6300673 36.5586237)",,,
1197880247,1199383042,0,978291682,trunk,2,50,陸前浜街道,False,6,False,74.54815458267227,"LINESTRING (140.6305687 36.558168, 140.6311825 36.5586223)",,,
1197880247,1199382856,0,978291682,trunk,2,50,陸前浜街道,False,6,True,119.98461116554334,"LINESTRING (140.6305687 36.558168, 140.6295767 36.5574404)",,,
1197880250,1197880200,0,103755079,tertiary,,,,False,,False,55.52047517085069,"LINESTRING (140.6306792 36.561603, 140.6312904 36.5616941)",,,
1197880250,1197879720,0,103755079,tertiary,,,,False,,True,92.90279764666775,"LINESTRING (140.6306792 36.561603, 140.6296561 36.5614522)",,,
1197880250,1199382812,0,103906063,residential,,,,False,,False,46.52475743394693,"LINESTRING (140.6306792 36.561603, 140.630696 36.5614535, 140.630749 36.5611886)",,,
1197880258,4552443422,0,326226140,tertiary,2,40,,False,,False,110.75313394310302,"LINESTRING (140.6287109 36.5508202, 140.6286555 36.5507623, 140.6286157 36.5507223, 140.6279799 36.5500158)",,,
1197880258,4552443396,0,459385490,residential,,,,False,,False,60.55488690563886,"LINESTRING (140.6287109 36.5508202, 140.6288372 36.5507931, 140.6288625 36.5507713, 140.6292041 36.550467)",,,
1197880258,4552443420,0,459385498,residential,,,,False,,False,123.98043239119463,"LINESTRING (140.6287109 36.5508202, 140.6287467 36.5506917, 140.6288176 36.5506219, 140.6292343 36.550243, 140.6292576 36.5502014, 140.6295302 36.5499387)",,,
1197880258,4552443413,0,1315443469,tertiary,2,40,,False,,True,72.9519596124463,"LINESTRING (140.6287109 36.5508202, 140.6287855 36.5508996, 140.6288228 36.5509445, 140.6291453 36.5513752)",,,
1197880258,2579150937,0,"326226144,1315443470,1315443471",primary,2,40,日立笠間線,False,61,True,104.67933795128845,"LINESTRING (140.6287109 36.5508202, 140.628808 36.5507338, 140.6288512 36.5506954, 140.6288867 36.5506639, 140.6292917 36.5502976, 140.6294154 36.5501857, 140.6294925 36.5501188)",,,
1197880258,4552443426,0,"1315443480,634360896",primary,2,40,日立笠間線,False,61,False,64.58548311647208,"LINESTRING (140.6287109 36.5508202, 140.6286279 36.5508948, 140.6285869 36.5509318, 140.6284669 36.5510397, 140.6282276 36.5512522)",,,
1197880259,1197880112,0,103906289,residential,,,,False,,True,85.62582808874622,"LINESTRING (140.6243181 36.562588, 140.623601 36.5620769)",,,
1197880259,5323519125,0,1192009459,unclassified,,,,False,,False,61.51721350755314,"LINESTRING (140.6243181 36.562588, 140.6247696 36.5621702)",,,
1197880259,1199382761,0,103906289,residential,,,,False,,False,129.87223658862388,"LINESTRING (140.6243181 36.562588, 140.6246627 36.5628269, 140.6254972 36.5623859)",,,
1197880259,1197879849,0,"1326288281,1326288282,1192009459",unclassified,,,,False,,True,15.977341363452236,"LINESTRING (140.6243181 36.562588, 140.6242982 36.5626061, 140.6242269 36.5626706, 140.6241994 36.5626955)",yes,,
1197880263,3328462993,0,103755086,tertiary,2,,,False,,True,132.03536447346065,"LINESTRING (140.6283359 36.5557613, 140.628253 36.5557003, 140.6279061 36.5554535, 140.6272873 36.5550015, 140.6272393 36.5549651)",,,
1197880263,1199382646,0,103906250,tertiary,2,,,False,,False,54.61905110938464,"LINESTRING (140.6283359 36.5557613, 140.6284179 36.5558188, 140.6287816 36.5560975)",,,
1197880263,1197850577,0,1260636356,secondary,2,,常陸多賀停車場線,False,290,False,63.7509779474383,"LINESTRING (140.6283359 36.5557613, 140.6280042 36.5560635, 140.6279623 36.5561019, 140.6278641 36.5561915)",,,
1197880263,4419734646,0,"1315450570,1315450559",secondary,2,,常陸多賀停車場線,False,290,True,113.06562933031282,"LINESTRING (140.6283359 36.5557613, 140.6290085 36.5551577, 140.6291802 36.5550037)",,,
1197880264,1197879785,0,103755088,tertiary,,,,False,,False,122.08735258183974,"LINESTRING (140.6344772 36.5588066, 140.6335614 36.5596217)",,,
1197880264,1197879880,0,103755088,tertiary,,,,False,,True,79.90039141179906,"LINESTRING (140.6344772 36.5588066, 140.6350709 36.5582691)",,,
1197880264,1199382894,0,103906103,residential,,,,False,,False,47.64399494114323,"LINESTRING (140.6344772 36.5588066, 140.6348787 36.5590887)",,,
1197880264,1199382883,0,103906103,residential,,,,False,,True,53.854176911439716,"LINESTRING (140.6344772 36.5588066, 140.6340127 36.5584978)",,,
1197880274,1197880146,0,537621793,tertiary,,,,False,,True,95.73087102873957,"LINESTRING (140.6251355 36.5618629, 140.6250559 36.5617998, 140.624973 36.5617352, 140.6248885 36.5616831, 140.6247455 36.5616095, 140.6245016 36.5614987, 140.624377 36.5614223, 140.6242864 36.5613461)",,,
1197880274,1199382761,0,1191989242,tertiary,,,,False,,False,66.54456577385112,"LINESTRING (140.6251355 36.5618629, 140.625214 36.5619645, 140.6254972 36.5623859)",,,
1197880274,1199383044,0,1191989243,tertiary,,,,False,,False,103.72444227914075,"LINESTRING (140.6251355 36.5618629, 140.625215 36.5618139, 140.6255583 36.5616075, 140.6260607 36.5612991)",,,
1197880274,5323519125,0,1192009459,unclassified,,,,False,,True,47.3322028281395,"LINESTRING (140.6251355 36.5618629, 140.6250308 36.5619386, 140.6249485 36.562009, 140.6247696 36.5621702)",,,
1197880277,1199382555,0,103755083,tertiary,2,,,False,,False,52.88462969412899,"LINESTRING (140.6283279 36.5588721, 140.6289196 36.5588896)",,,
1197880277,1199383023,0,103755083,tertiary,2,,,False,,True,14.036199725601572,"LINESTRING (140.6283279 36.5588721, 140.6281708 36.5588689)",,,
1197880277,1199382708,0,103906300,residential,,,,False,,True,58.4830192510763,"LINESTRING (140.6283279 36.5588721, 140.6283189 36.559398)",,,
1197880279,1199382676,0,1315544417,primary,2,,日立笠間線,False,61,False,125.81190900571788,"LINESTRING (140.6242566 36.5568708, 140.6228666 36.5570539)",,,
1197880279,1199382955,0,103906135,residential,,,,False,,True,86.01242799219187,"LINESTRING (140.6242566 36.5568708, 140.6242421 36.5568242, 140.6239849 36.5566429, 140.6236122 36.5563061)",,,
1197880279,1197879763,0,1315544417,primary,2,,日立笠間線,False,61,True,33.041853778253206,"LINESTRING (140.6242566 36.5568708, 140.6244493 36.5568474, 140.6245035 36.5568418, 140.6246229 36.5568294)",,,
1197880282,1197880317,0,1192009464,unclassified,,,,False,,False,41.38901796410141,"LINESTRING (140.611048 36.5602932, 140.6113045 36.5606032)",,,
1197880282,2347709158,0,"1192009465,103755075,1192009463",unclassified,,,,False,,True,186.8851024809282,"LINESTRING (140.611048 36.5602932, 140.610965 36.5601975, 140.6109039 36.5601273, 140.610664 36.5602417, 140.6109624 36.5606451, 140.6108175 36.5607913, 140.6107118 36.5607827, 140.6104629 36.5604105, 140.6103534 36.5604313)",,,
1197880282,1197879987,0,"1192009468,103755103",tertiary,,,,False,,True,56.36297270697038,"LINESTRING (140.611048 36.5602932, 140.6112116 36.5601961, 140.6113234 36.5601031, 140.6114855 36.559933)",,,
1197880291,1197879811,0,1260636333,unclassified,,,,False,,False,50.879430744787186,"LINESTRING (140.635215 36.5654865, 140.6353044 36.5650346)",,,
1197880291,5749601304,0,1260636333,unclassified,,,,False,,True,5.090700679676998,"LINESTRING (140.635215 36.5654865, 140.6352052 36.5655316)",,,
1197880291,1223175218,0,106276958,residential,,,,False,,False,62.671552558430434,"LINESTRING (140.635215 36.5654865, 140.6348413 36.5654373, 140.6347985 36.5655504, 140.6346272 36.5655184)",,,
1197880293,1197879909,0,103755076,residential,,,,False,,True,97.7949155560559,"LINESTRING (140.6359569 36.5666857, 140.6358134 36.5666956, 140.6349752 36.5667535, 140.6348659 36.5667611)",,,
1197880293,5749601305,0,"1260636329,1260636330",trunk,2,50,陸前浜街道,False,6,True,128.4977504744832,"LINESTRING (140.6359569 36.5666857, 140.6359706 36.5666071, 140.6360254 36.5662918, 140.6361559 36.5655412)",,,
1197880293,4472330315,0,"1260636331,1260636334",trunk,2,50,陸前浜街道,False,6,False,82.95942360644958,"LINESTRING (140.6359569 36.5666857, 140.6359346 36.5668106, 140.6358909 36.567055, 140.6358249 36.5674242)",,,
1197880293,1197879702,0,1260636332,tertiary,2,,,False,,False,62.11518598858814,"LINESTRING (140.6359569 36.5666857, 140.6361309 36.56668, 140.6366502 36.5666427)",,,
1197880296,4472330315,0,450317113,residential,,,,False,,False,120.7342539088871,"LINESTRING (140.6345168 36.5676706, 140.6346247 36.5676834, 140.6358249 36.5674242)",,,
1197880296,4472330307,0,450317113,residential,,,,False,,True,67.45148664981161,"LINESTRING (140.6345168 36.5676706, 140.6344181 36.5676554, 140.6341982 36.5676856, 140.634099 36.5675563, 140.6339595 36.5673969)",,,
1197880296,1197880201,0,1260636333,unclassified,,,,False,,False,82.63597449764896,"LINESTRING (140.6345168 36.5676706, 140.6347109 36.5672415, 140.6347937 36.5669627)",,,
1197880296,5321479366,0,1260636333,unclassified,,,,False,,True,62.98801955369522,"LINESTRING (140.6345168 36.5676706, 140.634449 36.5678734, 140.634436 36.5681306, 140.6344523 36.5682288)",,,
1197880302,1197879919,0,103755080,residential,,,,False,,False,13.970936576479922,"LINESTRING (140.6383001 36.5660273, 140.6383241 36.566028, 140.6383759 36.5660291, 140.6384565 36.5660293)",,,
1197880302,5745448265,0,103755080,residential,,,,False,,True,64.06097655782065,"LINESTRING (140.6383001 36.5660273, 140.638209 36.5660257, 140.6381041 36.5660493, 140.6378513 36.5661563, 140.6376934 36.5662127, 140.6376443 36.5662385)",,,
1197880302,5745448274,0,551006858,residential,,,,False,,True,57.41142781531332,"LINESTRING (140.6383001 36.5660273, 140.638179 36.5659586, 140.6380275 36.5658078, 140.6378359 36.5656747)",,,
1197880306,4472337848,0,1192009461,tertiary,,,,False,,True,110.11131586351924,"LINESTRING (140.6254097 36.5635428, 140.6264683 36.5640504)",,,
1197880306,5323519123,0,103755092,tertiary,,,,False,,True,44.90969772071817,"LINESTRING (140.6254097 36.5635428, 140.6252991 36.563479, 140.6251617 36.563387, 140.625022 36.5632862)",,,
1197880306,1199382788,0,537621791,tertiary,,,,False,,False,171.49942161470383,"LINESTRING (140.6254097 36.5635428, 140.6252665 36.5645496, 140.6252514 36.5647041, 140.6252444 36.5648439, 140.6252548 36.5649504, 140.6252811 36.5650759)",,,
1197880315,12525991462,0,103755082,residential,,,,False,,False,100.23342086377394,"LINESTRING (140.6494502 36.5700754, 140.6493362 36.5700602, 140.6483855 36.569794)",,,
1197880315,5320067480,0,"103755104,681583066,681583067",tertiary,,,,False,,False,237.0707077641479,"LINESTRING (140.6494502 36.5700754, 140.6495154 36.5701938, 140.6495878 36.5703446, 140.6496299 36.5704557, 140.649773 36.570887, 140.6502306 36.5721115)",yes,,
1197880315,1197450555,0,103755104,tertiary,,,,False,,True,316.4180600185032,"LINESTRING (140.6494502 36.5700754, 140.6493272 36.5698483, 140.6492069 36.5696434, 140.6490795 36.5694646, 140.6489708 36.5693229, 140.6487067 36.5690144, 140.6485806 36.5688787, 140.6484208 36.5687125, 140.6478035 36.5681023, 140.6475436 36.5678486, 140.647439 36.5677487)",,,
1197880317,1197880282,0,1192009464,unclassified,,,,False,,True,41.38901796410141,"LINESTRING (140.6113045 36.5606032, 140.611048 36.5602932)",,,
1197880317,2347709217,0,225930289,unclassified,,,,False,,False,88.53597455850027,"LINESTRING (140.6113045 36.5606032, 140.611229 36.5606805, 140.6111759 36.5607623, 140.6111437 36.5608334, 140.6111319 36.5609066, 140.6111247 36.5610523, 140.6115102 36.5610745)",,,
1197880317,2347709012,0,225930289,unclassified,,,,False,,True,118.38693600373534,"LINESTRING (140.6113045 36.5606032, 140.611479 36.560478, 140.6116241 36.5603854, 140.6117631 36.5603111, 140.6119146 36.5602464, 140.6120811 36.5602227, 140.6121858 36.5602226, 140.6122902 36.5602348, 140.612383 36.5602545, 140.6124704 36.5602785)",,,
1197880323,1197880157,0,103755099,residential,,,,False,,True,66.7981935570496,"LINESTRING (140.6262615 36.5558417, 140.6267625 36.5553957)",,,
1197880323,1197879790,0,103755081,residential,,,,False,,False,79.44833634591136,"LINESTRING (140.6262615 36.5558417, 140.625756 36.5554646, 140.6256079 36.5553571)",,,
1197880323,1197880149,0,103755081,residential,,,,False,,True,102.16433509739976,"LINESTRING (140.6262615 36.5558417, 140.6264784 36.5560029, 140.6266277 36.5561101, 140.6266737 36.556169, 140.6267113 36.5562503, 140.6267476 36.5564181, 140.6267569 36.5564743, 140.6267672 36.5565379, 140.6267794 36.5566104)",,,
1197880323,1197879767,0,103755099,residential,,,,False,,False,79.09174781357626,"LINESTRING (140.6262615 36.5558417, 140.6260307 36.5560617, 140.6259625 36.5561073, 140.6258824 36.5561347, 140.6255341 36.5561729)",,,
1197880326,4552443407,0,1315450558,tertiary,2,,,False,,True,11.859416651211019,"LINESTRING (140.6280189 36.5531419, 140.628122 36.5532091)",,,
1197880326,1197880119,0,"1315444944,1315450558",tertiary,2,,,False,,False,126.09849481955246,"LINESTRING (140.6280189 36.5531419, 140.627224 36.5525631, 140.6271132 36.5524825, 140.6270631 36.552446, 140.6269726 36.5523806)",,,
1197880326,5745497988,0,1315450575,residential,,,,False,,False,20.111377036486214,"LINESTRING (140.6280189 36.5531419, 140.6279738 36.5531862, 140.6278762 36.5532818)",,,
1197880330,5892723061,0,624060143,residential,,,,False,,False,68.78699306347917,"LINESTRING (140.6264168 36.5537166, 140.6269324 36.5541761)",,,
1197880330,1197880168,0,1315450575,residential,,,,False,,False,54.38295522755923,"LINESTRING (140.6264168 36.5537166, 140.6260716 36.5540068, 140.6259944 36.5540688)",,,
1197880330,4419734640,0,1315450575,residential,,,,False,,True,35.45922196321694,"LINESTRING (140.6264168 36.5537166, 140.6265706 36.5536485, 140.6266812 36.5536041, 140.6267655 36.5535644)",,,
1197880338,4419734638,0,1315444940,primary,2,40,日立笠間線,False,61,False,18.323081923205226,"LINESTRING (140.6263911 36.5529003, 140.6262528 36.553022)",,,
1197880338,5892723063,0,1315444940,primary,2,40,日立笠間線,False,61,True,28.708841784595393,"LINESTRING (140.6263911 36.5529003, 140.6266036 36.5527066)",,,
1197880338,1197879862,0,103755110,residential,,,,False,,False,26.309245195880465,"LINESTRING (140.6263911 36.5529003, 140.6263365 36.5528649, 140.626162 36.5527516)",,,
1197880340,5745432462,0,605871983,residential,,,,False,,False,14.936008226289148,"LINESTRING (140.6455582 36.5686085, 140.6453939 36.5685834)",,,
1197880340,12525991462,0,103755082,residential,,,,False,,True,286.0171862157098,"LINESTRING (140.6455582 36.5686085, 140.646005 36.5688624, 140.6469046 36.5692823, 140.6472248 36.5694206, 140.6478164 36.5696321, 140.6483128 36.5697737, 140.6483855 36.569794)",,,
1197880340,5745432443,0,1190100202,tertiary,2,40,鮎川学園通り,False,,False,112.93495478682162,"LINESTRING (140.6455582 36.5686085, 140.6456886 36.5685914, 140.6458274 36.5685459, 140.6459884 36.5684844, 140.6466662 36.5681367)",,,
1197880340,2349089405,0,1190100202,tertiary,2,40,鮎川学園通り,False,,True,116.673446149954,"LINESTRING (140.6455582 36.5686085, 140.6453741 36.568617, 140.6452046 36.5686091, 140.6442581 36.5685251)",,,
1197941891,3328463014,0,103855183,unclassified,,,,False,,False,11.731037533859851,"LINESTRING (140.6208793 36.5514656, 140.6207492 36.5514512)",,,
1197941891,1198168829,0,103779102,residential,,,,False,,True,116.59128971145446,"LINESTRING (140.6208793 36.5514656, 140.6209159 36.5508407, 140.6208736 36.5506516, 140.6208816 36.5505315, 140.6209397 36.5504313)",,,
1197941891,3328463006,0,103855183,unclassified,,,,False,,True,108.90653400489813,"LINESTRING (140.6208793 36.5514656, 140.6210076 36.5514584, 140.6214006 36.5513619, 140.6217267 36.5513079, 140.6220474 36.5512021)",,,
1197941893,1198083544,0,103771756,residential,,,,False,,True,36.20150599018473,"LINESTRING (140.6090383 36.5411347, 140.6089714 36.5414558)",,,
1197941893,1197942557,0,1189816789,tertiary,2,,,False,,False,120.03524643631492,"LINESTRING (140.6090383 36.5411347, 140.6088719 36.5410706, 140.6079253 36.5405332)",,,
1197941893,1198082886,0,1189816789,tertiary,2,,,False,,True,47.63768986114343,"LINESTRING (140.6090383 36.5411347, 140.6091803 36.5411417, 140.6093035 36.5411274, 140.609415 36.5410911, 140.609536 36.5410252)",,,
1197941898,1198168397,0,457400831,unclassified,,,,False,,False,35.83547930437104,"LINESTRING (140.6196948 36.5479243, 140.6196013 36.5482377)",,,
1197941898,1198168131,0,103779091,residential,,,,False,,True,125.22499941438477,"LINESTRING (140.6196948 36.5479243, 140.6204778 36.5479508, 140.6206951 36.5479446, 140.6210767 36.5478464)",,,
1197941898,1197942387,0,457400831,unclassified,,,,False,,True,86.57443435210988,"LINESTRING (140.6196948 36.5479243, 140.6198147 36.5474603, 140.6199091 36.5471652)",,,
1197941900,1198167795,0,103757236,tertiary,2,,,False,,False,49.267933412004886,"LINESTRING (140.6112571 36.5488177, 140.6111037 36.548861, 140.6109694 36.5488852, 140.6108394 36.5488988, 140.6107193 36.5489029)",,,
1197941900,1197942507,0,103757236,tertiary,2,,,False,,True,41.39492338984782,"LINESTRING (140.6112571 36.5488177, 140.6113959 36.5487618, 140.6115286 36.5486859, 140.6116388 36.5486099)",,,
1197941900,1197942507,1,103779114,residential,,,,False,,True,205.05597378647997,"LINESTRING (140.6112571 36.5488177, 140.6116513 36.5494739, 140.6118691 36.549392, 140.6120257 36.5493251, 140.6116388 36.5486099)",,,
1197941902,1198168081,0,103779070,residential,,,,False,,False,34.68992665905905,"LINESTRING (140.6182207 36.5421626, 140.6179 36.5423385)",,,
1197941902,4535529973,0,457400831,unclassified,,,,False,,False,121.86542679387452,"LINESTRING (140.6182207 36.5421626, 140.6182884 36.5421861, 140.6185479 36.5421658, 140.6188346 36.5421447, 140.6190591 36.5421367, 140.6192574 36.5420974, 140.6194681 36.5420476, 140.6195559 36.5420226)",,,
1197941902,1197942516,0,"457400832,103757234,457400831","residential,unclassified",,,,False,,True,50.94963874418649,"LINESTRING (140.6182207 36.5421626, 140.618237 36.5421319, 140.6182387 36.5420515, 140.6182368 36.5419207, 140.6182185 36.5417891, 140.6182013 36.5417091)",yes,,
1197941924,1197942324,0,103757235,tertiary,2,,,False,,True,37.96024040541514,"LINESTRING (140.6251418 36.5314745, 140.6255553 36.5313961)",,,
1197941924,1198815979,0,103848515,residential,,,,False,,False,66.98095956959799,"LINESTRING (140.6251418 36.5314745, 140.6253715 36.5320479)",,,
1197941924,1198817437,0,103757235,tertiary,2,,,False,,False,39.33408181687571,"LINESTRING (140.6251418 36.5314745, 140.6248381 36.5315569, 140.6247255 36.5315895)",,,
1197941924,5948833403,0,"103848515,1375324452,1375324453",residential,,,,False,,True,31.118422783252207,"LINESTRING (140.6251418 36.5314745, 140.6250771 36.5312606, 140.6250905 36.5312186, 140.6250862 36.5312026)",yes,,
1197941945,1198083312,0,103771771,residential,,,,False,,False,113.17164429795955,"LINESTRING (140.608593 36.5397393, 140.6096407 36.5403114)",,,
1197941945,1198082989,0,1190088873,tertiary,2,,,False,,False,36.07745373888716,"LINESTRING (140.608593 36.5397393, 140.6088186 36.5394702)",,,
1197941945,1198083866,0,1190088873,tertiary,2,,,False,,True,35.188713620380696,"LINESTRING (140.608593 36.5397393, 140.6083681 36.5399991)",,,
1197941945,1198082823,0,103771771,residential,,,,False,,True,85.0560482060337,"LINESTRING (140.608593 36.5397393, 140.6081545 36.5394911, 140.6078124 36.5393014)",,,
1197941947,1198168944,0,103757236,tertiary,2,,,False,,False,78.12609009149827,"LINESTRING (140.6096572 36.5457362, 140.610445 36.5460413)",,,
1197941947,1198168838,0,103757236,tertiary,2,,,False,,True,36.76621231610667,"LINESTRING (140.6096572 36.5457362, 140.6094794 36.5460344)",,,
1197941947,1198167791,0,103779087,residential,,,,False,,True,38.242385560994336,"LINESTRING (140.6096572 36.5457362, 140.6096604 36.5456713, 140.6098199 36.5454235)",,,
1197941947,2347707430,0,"239826896,1315544434",tertiary,2,,,False,,True,469.7562438210517,"LINESTRING (140.6096572 36.5457362, 140.6094838 36.5456626, 140.6093522 36.5456218, 140.6092089 36.5456052, 140.6090814 36.5456063, 140.6089528 36.5456237, 140.6088468 36.5456563, 140.6086911 36.5457348, 140.6083719 36.5459526, 140.607812 36.5463284, 140.6074879 36.5465413, 140.60728 36.5466348, 140.6070527 36.5466939, 140.6068361 36.5467077, 140.6065179 36.5466678, 140.6061671 36.5465498, 140.6058435 36.5464624, 140.6057182 36.546446, 140.6055507 36.5464452, 140.6053993 36.5464607, 140.6052726 36.5464763, 140.6051605 36.5464903, 140.6049369 36.5465237)",,,
1197941960,1198925013,0,103854993,residential,,,,False,,True,115.1485850513093,"LINESTRING (140.6408962 36.5477207, 140.6420133 36.547204)",,,
1197941960,1197941988,0,1137770888,trunk,2,40,国道245号,False,245,False,15.754171199459098,"LINESTRING (140.6408962 36.5477207, 140.6409694 36.5478496)",,,
1197941960,1198926405,0,1137770888,trunk,2,40,国道245号,False,245,True,50.26359724367676,"LINESTRING (140.6408962 36.5477207, 140.6406566 36.5473117)",,,
1197941961,5754193514,0,62182036,trunk,2,50,国道245号,False,245,True,125.82552376180197,"LINESTRING (140.6365308 36.5353038, 140.6363608 36.5341805)",,,
1197941961,5754223767,0,62182036,trunk,2,50,国道245号,False,245,False,145.51224687890362,"LINESTRING (140.6365308 36.5353038, 140.6365689 36.5355421, 140.6365943 36.535791, 140.6366065 36.5360874, 140.6366168 36.5366094)",,,
1197941961,5754223770,0,343847289,unclassified,,,,False,,False,133.36722717001606,"LINESTRING (140.6365308 36.5353038, 140.6364354 36.5353275, 140.6355461 36.5361144, 140.6354923 36.5361504)",,,
1197941980,1198082924,0,609968632,residential,,,,False,,True,35.91237640072544,"LINESTRING (140.6132563 36.5389153, 140.6131068 36.5392151)",,,
1197941980,4535296514,0,103757242,tertiary,,,,False,,True,44.660811514313714,"LINESTRING (140.6132563 36.5389153, 140.6132955 36.5388115, 140.613397 36.5385299)",,,
1197941980,5836573524,0,1189785693,tertiary,2,,,False,,True,253.5004728315729,"LINESTRING (140.6132563 36.5389153, 140.6133968 36.5389673, 140.6135371 36.5390265, 140.6136234 36.539074, 140.6137092 36.5391311, 140.6138136 36.5392096, 140.6144401 36.5396806, 140.6145346 36.5397604, 140.6145984 36.5398347, 140.614652 36.5399166, 140.6146828 36.5399884, 140.614699 36.5400588, 140.6147043 36.5401299, 140.6146779 36.5405286, 140.614683 36.540606, 140.6146967 36.5406669)",,,
1197941980,1198082835,0,1189818333,tertiary,2,,,False,,False,105.59822535993675,"LINESTRING (140.6132563 36.5389153, 140.6131795 36.5388984, 140.6130803 36.5388876, 140.6129723 36.5388811, 140.6120784 36.5388882)",,,
1197941988,995829497,0,1137770888,trunk,2,40,国道245号,False,245,False,26.665746802915244,"LINESTRING (140.6409694 36.5478496, 140.6410962 36.5480667)",,,
1197941988,1197941960,0,1137770888,trunk,2,40,国道245号,False,245,True,15.754171199459098,"LINESTRING (140.6409694 36.5478496, 140.6408962 36.5477207)",,,
1197941988,1197942581,0,103757233,residential,,,,False,,False,412.54059222269984,"LINESTRING (140.6409694 36.5478496, 140.6405407 36.5480096, 140.6396003 36.5485493, 140.6389204 36.5489834, 140.638498 36.5492321, 140.6384139 36.5492321, 140.638074 36.5488971, 140.6375604 36.5482308)",,,
1197941994,1197942289,0,286929636,unclassified,,,,False,,False,24.94598048398574,"LINESTRING (140.6206786 36.5540318, 140.6208195 36.5542255)",,,
1197941994,2347708041,0,286929636,unclassified,,,,False,,True,21.140373757352037,"LINESTRING (140.6206786 36.5540318, 140.6206302 36.5539469, 140.6205911 36.5538554)",,,
1197941994,2347708110,0,614188337,residential,,,,False,,True,69.18785896448075,"LINESTRING (140.6206786 36.5540318, 140.6205223 36.5541264, 140.620362 36.5542427, 140.6202172 36.5543516, 140.6200798 36.5544243)",,,
1197941997,5768541043,0,103757242,tertiary,,,,False,,False,55.277295682081466,"LINESTRING (140.6153651 36.5348939, 140.6152093 36.535375)",,,
