osmid,y,x,highway,ref,street_count,junction,geometry
1198841027,36.531376,140.6324091,,,3,,POINT (140.6324091 36.531376)
1198841059,36.5398196,140.6328172,,,1,,POINT (140.6328172 36.5398196)
1198841064,36.5360133,140.6302836,,,3,,POINT (140.6302836 36.5360133)
1198841068,36.5369678,140.6293639,,,3,,POINT (140.6293639 36.5369678)
1198841086,36.5331678,140.6317603,,,3,,POINT (140.6317603 36.5331678)
1198841087,36.5364478,140.6301591,,,3,,POINT (140.6301591 36.5364478)
1198841094,36.5407002,140.6329145,,,3,,POINT (140.6329145 36.5407002)
1198841096,36.5398205,140.6319087,,,3,,POINT (140.6319087 36.5398205)
1198841098,36.5321585,140.6328923,,,4,,POINT (140.6328923 36.5321585)
1198841101,36.5357967,140.6293223,,,3,,POINT (140.6293223 36.5357967)
1198841104,36.5331689,140.6310929,,,3,,POINT (140.6310929 36.5331689)
1198841105,36.5400946,140.6320575,,,1,,POINT (140.6320575 36.5400946)
1198841107,36.5396971,140.6321678,,,3,,POINT (140.6321678 36.5396971)
1198841109,36.5359047,140.6308976,,,3,,POINT (140.6308976 36.5359047)
1198841115,36.5362619,140.630485,,,3,,POINT (140.630485 36.5362619)
1198841128,36.5329096,140.6316861,,,3,,POINT (140.6316861 36.5329096)
1198841154,36.5378524,140.6321908,,,3,,POINT (140.6321908 36.5378524)
1198841155,36.5334355,140.6328424,,,3,,POINT (140.6328424 36.5334355)
1198841156,36.5302317,140.6312124,,,3,,POINT (140.6312124 36.5302317)
1198841158,36.537571,140.6296053,,,3,,POINT (140.6296053 36.537571)
1198841169,36.5356324,140.6296124,,,3,,POINT (140.6296124 36.5356324)
1198841171,36.5309787,140.6305767,,,1,,POINT (140.6305767 36.5309787)
1198841186,36.5377388,140.6308905,,,3,,POINT (140.6308905 36.5377388)
1198841196,36.5342328,140.6333121,,,3,,POINT (140.6333121 36.5342328)
1198841201,36.5332282,140.6303678,,,1,,POINT (140.6303678 36.5332282)
1198841203,36.5300797,140.6356073,,,3,,POINT (140.6356073 36.5300797)
1198841208,36.53411,140.6321907,,,3,,POINT (140.6321907 36.53411)
1198841215,36.5354828,140.6301376,,,3,,POINT (140.6301376 36.5354828)
1198841234,36.5361893,140.6317783,,,3,,POINT (140.6317783 36.5361893)
1198841238,36.5394268,140.6320365,,,4,,POINT (140.6320365 36.5394268)
1198841250,36.5377327,140.6290861,,,3,,POINT (140.6290861 36.5377327)
1198841258,36.5339097,140.6339805,,,3,,POINT (140.6339805 36.5339097)
1198841260,36.5368812,140.6313679,,,3,,POINT (140.6313679 36.5368812)
1198841267,36.5318248,140.6309499,,,3,,POINT (140.6309499 36.5318248)
1198921641,36.5442562,140.6347108,,,3,,POINT (140.6347108 36.5442562)
1198921690,36.5474749,140.6315915,,,4,,POINT (140.6315915 36.5474749)
1198921743,36.5494682,140.6250227,,,3,,POINT (140.6250227 36.5494682)
1198921800,36.5452663,140.6375546,,,3,,POINT (140.6375546 36.5452663)
1198921864,36.5438797,140.6366486,,,3,,POINT (140.6366486 36.5438797)
1198921903,36.5422283,140.6329552,,,3,,POINT (140.6329552 36.5422283)
1198921934,36.5451354,140.6324071,,,3,,POINT (140.6324071 36.5451354)
1198922014,36.5511655,140.624848,,,4,,POINT (140.624848 36.5511655)
1198922105,36.5464811,140.6261403,,,4,,POINT (140.6261403 36.5464811)
1198922143,36.5474313,140.6318943,,,3,,POINT (140.6318943 36.5474313)
1198922163,36.5441657,140.6421285,,,3,,POINT (140.6421285 36.5441657)
1198922182,36.5484007,140.6316273,,,1,,POINT (140.6316273 36.5484007)
1198922335,36.545905,140.6338557,,,4,,POINT (140.6338557 36.545905)
1198922428,36.5432448,140.6332931,,,3,,POINT (140.6332931 36.5432448)
1198922471,36.5431114,140.6439734,,,3,,POINT (140.6439734 36.5431114)
1198922603,36.5402655,140.6278983,,,4,,POINT (140.6278983 36.5402655)
1198922653,36.5433366,140.633632,,,3,,POINT (140.633632 36.5433366)
1198922838,36.5428557,140.6289977,,,3,,POINT (140.6289977 36.5428557)
1198922879,36.5470118,140.6339405,,,3,,POINT (140.6339405 36.5470118)
1198922928,36.5446537,140.6318886,,,1,,POINT (140.6318886 36.5446537)
1198923002,36.5468186,140.6321488,,,4,,POINT (140.6321488 36.5468186)
1198923022,36.5431432,140.6329651,,,4,,POINT (140.6329651 36.5431432)
1198923120,36.5417179,140.6369725,,,3,,POINT (140.6369725 36.5417179)
1198923149,36.5435155,140.6373414,,,4,,POINT (140.6373414 36.5435155)
1198923175,36.5465121,140.6327163,,,4,,POINT (140.6327163 36.5465121)
1198923192,36.5420002,140.6389898,,,3,,POINT (140.6389898 36.5420002)
1198923271,36.5429731,140.6268743,,,3,,POINT (140.6268743 36.5429731)
1198923287,36.544938,140.6433429,,,3,,POINT (140.6433429 36.544938)
1198923303,36.5426204,140.6367736,,,4,,POINT (140.6367736 36.5426204)
1198923404,36.539827,140.627678,,,3,,POINT (140.627678 36.539827)
1198923525,36.5442144,140.6369785,,,3,,POINT (140.6369785 36.5442144)
1198923551,36.5452845,140.6350038,,,4,,POINT (140.6350038 36.5452845)
1198923576,36.5460162,140.6290346,,,3,,POINT (140.6290346 36.5460162)
1198923584,36.543406,140.6324392,,,3,,POINT (140.6324392 36.543406)
1198923608,36.5481514,140.6332525,,,3,,POINT (140.6332525 36.5481514)
1198923644,36.5438277,140.6302647,,,3,,POINT (140.6302647 36.5438277)
1198923663,36.5415759,140.6390917,,,3,,POINT (140.6390917 36.5415759)
1198923732,36.5433653,140.6402499,,,3,,POINT (140.6402499 36.5433653)
1198923738,36.5430646,140.637056,,,4,,POINT (140.637056 36.5430646)
1198923748,36.5441415,140.6350544,,,3,,POINT (140.6350544 36.5441415)
1198923766,36.5501594,140.6247758,,,3,,POINT (140.6247758 36.5501594)
1198923777,36.5447072,140.6254709,,,3,,POINT (140.6254709 36.5447072)
1198923839,36.5406563,140.6363024,,,3,,POINT (140.6363024 36.5406563)
1198923854,36.5431452,140.6380524,,,4,,POINT (140.6380524 36.5431452)
1198923873,36.5464704,140.6294833,,,3,,POINT (140.6294833 36.5464704)
1198923878,36.5438851,140.6427313,,,3,,POINT (140.6427313 36.5438851)
1198923907,36.5438647,140.6408539,,,3,,POINT (140.6408539 36.5438647)
1198923935,36.5466292,140.6296612,,,3,,POINT (140.6296612 36.5466292)
1198923975,36.5484592,140.6353634,,,1,,POINT (140.6353634 36.5484592)
1198923981,36.5442642,140.6429969,,,4,,POINT (140.6429969 36.5442642)
1198923993,36.5454482,140.632605,,,3,,POINT (140.632605 36.5454482)
1198924005,36.5462048,140.6332824,,,4,,POINT (140.6332824 36.5462048)
1198924019,36.543527,140.6394992,,,3,,POINT (140.6394992 36.543527)
1198924043,36.5456007,140.6257177,,,3,,POINT (140.6257177 36.5456007)
1198924064,36.5443922,140.6263647,,,4,,POINT (140.6263647 36.5443922)
1198924081,36.5475838,140.6327884,,,4,,POINT (140.6327884 36.5475838)
1198924098,36.5418612,140.6357286,,,4,,POINT (140.6357286 36.5418612)
1198924125,36.5446177,140.6389336,,,3,,POINT (140.6389336 36.5446177)
1198924147,36.5412899,140.6302837,,,4,,POINT (140.6302837 36.5412899)
1198924154,36.5464699,140.6351638,,,4,,POINT (140.6351638 36.5464699)
1198924171,36.545382,140.6260788,,,3,,POINT (140.6260788 36.545382)
1198924202,36.5424049,140.6403835,,,3,,POINT (140.6403835 36.5424049)
1198924218,36.5468106,140.6417207,,,3,,POINT (140.6417207 36.5468106)
1198924273,36.5451046,140.6434509,,,3,,POINT (140.6434509 36.5451046)
1198924280,36.5470471,140.6317201,,,3,,POINT (140.6317201 36.5470471)
1198924283,36.5430303,140.6325911,,,3,,POINT (140.6325911 36.5430303)
1198924288,36.5427823,140.6356759,,,3,,POINT (140.6356759 36.5427823)
1198924296,36.5419482,140.6400271,,,3,,POINT (140.6400271 36.5419482)
1198924308,36.5475516,140.6290562,,,4,,POINT (140.6290562 36.5475516)
1198924317,36.5501008,140.6316731,,,4,,POINT (140.6316731 36.5501008)
1198924346,36.5434337,140.6362149,,,3,,POINT (140.6362149 36.5434337)
1198924450,36.5437079,140.6337413,,,3,,POINT (140.6337413 36.5437079)
1198924482,36.5459354,140.6363553,,,4,,POINT (140.6363553 36.5459354)
1198924546,36.5442582,140.6411168,,,4,,POINT (140.6411168 36.5442582)
1198924553,36.5424102,140.6376497,,,4,,POINT (140.6376497 36.5424102)
1198924576,36.5451828,140.6275211,,,4,,POINT (140.6275211 36.5451828)
1198924591,36.5423157,140.6379287,,,3,,POINT (140.6379287 36.5423157)
1198924598,36.5470436,140.6298335,,,4,,POINT (140.6298335 36.5470436)
1198924639,36.5427019,140.6362352,,,3,,POINT (140.6362352 36.5427019)
1198924680,36.5467391,140.6345441,,,3,,POINT (140.6345441 36.5467391)
1198924730,36.5472893,140.6333568,,,4,,POINT (140.6333568 36.5472893)
1198924788,36.5459523,140.6429711,,,3,,POINT (140.6429711 36.5459523)
1198924805,36.5419486,140.6246761,,,3,,POINT (140.6246761 36.5419486)
1198924810,36.5426885,140.6335442,,,3,,POINT (140.6335442 36.5426885)
1198924824,36.543513,140.6433522,,,4,,POINT (140.6433522 36.543513)
1198924868,36.5454862,140.6383782,,,3,,POINT (140.6383782 36.5454862)
1198924885,36.5449812,140.6355768,,,4,,POINT (140.6355768 36.5449812)
1198924902,36.5424315,140.6407692,,,4,,POINT (140.6407692 36.5424315)
1198924916,36.5425316,140.6288045,,,3,,POINT (140.6288045 36.5425316)
1198924940,36.5461333,140.6323976,,,3,,POINT (140.6323976 36.5461333)
1198924950,36.5460116,140.6323951,,,3,,POINT (140.6323951 36.5460116)
1198924958,36.5427795,140.6268168,,,3,,POINT (140.6268168 36.5427795)
1198924960,36.5445439,140.6309693,,,3,,POINT (140.6309693 36.5445439)
1198924961,36.5432755,140.6260194,,,4,,POINT (140.6260194 36.5432755)
1198924989,36.5414073,140.6360385,,,3,,POINT (140.6360385 36.5414073)
1198924993,36.5426195,140.6342757,,,1,,POINT (140.6342757 36.5426195)
1198925013,36.547204,140.6420133,,,3,,POINT (140.6420133 36.547204)
1198925021,36.5417989,140.6362612,,,3,,POINT (140.6362612 36.5417989)
1198925050,36.5476831,140.6305219,,,4,,POINT (140.6305219 36.5476831)
1198925064,36.5457194,140.6379766,,,3,,POINT (140.6379766 36.5457194)
1198925076,36.5424977,140.6422572,,,3,,POINT (140.6422572 36.5424977)
1198925100,36.5417072,140.6255467,,,4,,POINT (140.6255467 36.5417072)
1198925102,36.5442099,140.6306243,,,3,,POINT (140.6306243 36.5442099)
1198925136,36.5432196,140.6405571,,,3,,POINT (140.6405571 36.5432196)
1198925142,36.5461954,140.6357608,,,3,,POINT (140.6357608 36.5461954)
1198925148,36.5421686,140.6382965,,,1,,POINT (140.6382965 36.5421686)
1198925156,36.5455783,140.6296277,,,3,,POINT (140.6296277 36.5455783)
1198925165,36.5454173,140.6294981,,,3,,POINT (140.6294981 36.5454173)
1198925174,36.5444573,140.6422822,,,3,,POINT (140.6422822 36.5444573)
1198925178,36.544711,140.6353541,,,3,,POINT (140.6353541 36.544711)
1198925187,36.5414773,140.6355022,,,3,,POINT (140.6355022 36.5414773)
1198925223,36.5430714,140.6408802,,,3,,POINT (140.6408802 36.5430714)
1198925228,36.5433594,140.6251116,,,4,,POINT (140.6251116 36.5433594)
1198925233,36.5480108,140.6295078,,,4,,POINT (140.6295078 36.5480108)
1198925298,36.5499375,140.6253103,,,3,,POINT (140.6253103 36.5499375)
1198925309,36.5442152,140.6284241,,,3,,POINT (140.6284241 36.5442152)
1198925315,36.5414524,140.6264335,,,4,,POINT (140.6264335 36.5414524)
1198925350,36.5460403,140.6259096,,,3,,POINT (140.6259096 36.5460403)
1198925354,36.5427422,140.6331404,,,3,,POINT (140.6331404 36.5427422)
1198925363,36.5436992,140.6395852,,,3,,POINT (140.6395852 36.5436992)
1198925381,36.5440927,140.6326005,,,3,,POINT (140.6326005 36.5440927)
1198925386,36.5442028,140.6349153,,,3,,POINT (140.6349153 36.5442028)
1198925401,36.5455389,140.6327411,,,3,,POINT (140.6327411 36.5455389)
1198925402,36.5457025,140.6230616,,,3,,POINT (140.6230616 36.5457025)
1198925416,36.5417023,140.6308842,,,4,,POINT (140.6308842 36.5417023)
1198925460,36.5426353,140.6288713,,,3,,POINT (140.6288713 36.5426353)
1198925474,36.5431209,140.640071,,,3,,POINT (140.640071 36.5431209)
1198925541,36.5491559,140.6255359,,,1,,POINT (140.6255359 36.5491559)
1198925551,36.5424192,140.6257571,,,4,,POINT (140.6257571 36.5424192)
1198925559,36.545061,140.6418001,,,3,,POINT (140.6418001 36.545061)
1198925571,36.5441132,140.6272081,,,4,,POINT (140.6272081 36.5441132)
1198925583,36.5426899,140.6327825,,,3,,POINT (140.6327825 36.5426899)
1198925603,36.5426519,140.6390634,,,3,,POINT (140.6390634 36.5426519)
1198925691,36.5408704,140.6285786,,,3,,POINT (140.6285786 36.5408704)
1198925754,36.5413444,140.6368345,,,3,,POINT (140.6368345 36.5413444)
1198925769,36.54229,140.6399437,,,4,,POINT (140.6399437 36.54229)
1198925817,36.5421846,140.6285841,,,3,,POINT (140.6285841 36.5421846)
1198925840,36.5417766,140.6364712,,,3,,POINT (140.6364712 36.5417766)
1198925867,36.5437156,140.6357852,,,4,,POINT (140.6357852 36.5437156)
1198925885,36.544142,140.6397995,,,3,,POINT (140.6397995 36.544142)
1198925896,36.540479,140.6352433,,,3,,POINT (140.6352433 36.540479)
1198925938,36.5491921,140.6248253,,,4,,POINT (140.6248253 36.5491921)
1198925964,36.5492283,140.6354617,,,3,,POINT (140.6354617 36.5492283)
1198925972,36.5419393,140.6293825,,,3,,POINT (140.6293825 36.5419393)
1198925997,36.5450997,140.6265685,,,3,,POINT (140.6265685 36.5450997)
1198926023,36.5410207,140.6377428,,,1,,POINT (140.6377428 36.5410207)
1198926059,36.5455915,140.6381979,,,3,yes,POINT (140.6381979 36.5455915)
1198926069,36.547186,140.6294827,,,3,,POINT (140.6294827 36.547186)
1198926130,36.5431387,140.6269245,,,3,,POINT (140.6269245 36.5431387)
1198926160,36.5427031,140.6294999,,,3,,POINT (140.6294999 36.5427031)
1198926164,36.5426075,140.6248734,,,4,,POINT (140.6248734 36.5426075)
1198926183,36.5444147,140.6340955,,,3,,POINT (140.6340955 36.5444147)
1198926185,36.5490783,140.6358,,,3,,POINT (140.6358 36.5490783)
1198926205,36.5442999,140.6317188,,,4,,POINT (140.6317188 36.5442999)
1198926218,36.5447114,140.6273794,,,4,,POINT (140.6273794 36.5447114)
1198926237,36.5429672,140.6427783,,,4,,POINT (140.6427783 36.5429672)
1198926274,36.5430575,140.6259563,,,3,,POINT (140.6259563 36.5430575)
1198926329,36.5448844,140.641948,,,3,,POINT (140.641948 36.5448844)
1198926350,36.5449192,140.6384906,,,3,,POINT (140.6384906 36.5449192)
1198926358,36.5496864,140.623496,,,4,,POINT (140.623496 36.5496864)
1198926364,36.5416941,140.6372389,,,3,,POINT (140.6372389 36.5416941)
1198926373,36.544685,140.636127,,,3,,POINT (140.636127 36.544685)
1198926399,36.5424028,140.6287245,,,3,,POINT (140.6287245 36.5424028)
1198926405,36.5473117,140.6406566,,,3,,POINT (140.6406566 36.5473117)
1198926472,36.5451046,140.6417865,,,3,,POINT (140.6417865 36.5451046)
1198926482,36.5479455,140.6322726,,,4,,POINT (140.6322726 36.5479455)
1198926512,36.5431788,140.6346012,,,1,,POINT (140.6346012 36.5431788)
1198926555,36.543657,140.6329975,,,3,,POINT (140.6329975 36.543657)
1198926560,36.5439094,140.638507,,,4,,POINT (140.638507 36.5439094)
1198926567,36.5472737,140.6304006,,,3,,POINT (140.6304006 36.5472737)
1198926575,36.5421268,140.6294839,,,3,,POINT (140.6294839 36.5421268)
1198926583,36.54563,140.6369247,,,3,,POINT (140.6369247 36.54563)
1198926610,36.5426805,140.6377814,,,3,,POINT (140.6377814 36.5426805)
1198926639,36.541935,140.6350543,,,3,,POINT (140.6350543 36.541935)
1198926678,36.5506388,140.6310087,,,3,,POINT (140.6310087 36.5506388)
1198926680,36.5437276,140.6314087,,,3,,POINT (140.6314087 36.5437276)
1198926704,36.544053,140.6377529,,,4,,POINT (140.6377529 36.544053)
1198926709,36.5430188,140.6277141,,,3,,POINT (140.6277141 36.5430188)
1198926716,36.5440695,140.6352179,,,3,,POINT (140.6352179 36.5440695)
1199382469,36.5594781,140.6288302,,,3,,POINT (140.6288302 36.5594781)
1199382471,36.5624834,140.626482,,,4,,POINT (140.626482 36.5624834)
1199382472,36.563985,140.6295157,,,4,,POINT (140.6295157 36.563985)
1199382473,36.5608042,140.6237514,,,4,,POINT (140.6237514 36.5608042)
1199382477,36.5563269,140.6308293,,,3,,POINT (140.6308293 36.5563269)
1199382478,36.5582189,140.6245279,,,4,,POINT (140.6245279 36.5582189)
1199382481,36.5587791,140.6336719,,,3,,POINT (140.6336719 36.5587791)
1199382483,36.5603483,140.6296883,,,4,,POINT (140.6296883 36.5603483)
1199382485,36.5594599,140.6232785,,,3,,POINT (140.6232785 36.5594599)
1199382489,36.5573905,140.6284107,,,4,,POINT (140.6284107 36.5573905)
1199382490,36.5599069,140.6235931,,,3,,POINT (140.6235931 36.5599069)
1199382493,36.5640731,140.624353,,,3,,POINT (140.624353 36.5640731)
1199382495,36.5594492,140.6353473,,,3,,POINT (140.6353473 36.5594492)
1199382496,36.5624478,140.6275123,,,3,,POINT (140.6275123 36.5624478)
1199382498,36.5614875,140.6321784,,,4,,POINT (140.6321784 36.5614875)
1199382499,36.5610995,140.6301285,,,3,,POINT (140.6301285 36.5610995)
1199382505,36.5633426,140.6233467,,,3,,POINT (140.6233467 36.5633426)
1199382507,36.557033,140.6318357,,,4,,POINT (140.6318357 36.557033)
1199382509,36.5575759,140.6316768,,,3,,POINT (140.6316768 36.5575759)
1199382510,36.5590133,140.6238845,,,3,,POINT (140.6238845 36.5590133)
1199382514,36.5569471,140.6289162,,,4,,POINT (140.6289162 36.5569471)
1199382520,36.5638241,140.6240881,,,1,,POINT (140.6240881 36.5638241)
1199382528,36.5586859,140.624994,,,3,,POINT (140.624994 36.5586859)
1199382532,36.5616791,140.6283112,,,3,,POINT (140.6283112 36.5616791)
1199382541,36.5559107,140.63035,,,4,,POINT (140.63035 36.5559107)
1199382553,36.5609174,140.6283614,,,3,,POINT (140.6283614 36.5609174)
1199382554,36.5628102,140.6239991,,,3,,POINT (140.6239991 36.5628102)
1199382555,36.5588896,140.6289196,,,3,,POINT (140.6289196 36.5588896)
1199382566,36.5589661,140.6316643,,,4,,POINT (140.6316643 36.5589661)
1199382576,36.562569,140.6286186,,,4,,POINT (140.6286186 36.562569)
1199382578,36.5596717,140.6250045,,,3,,POINT (140.6250045 36.5596717)
1199382586,36.5565344,140.6305189,,,3,,POINT (140.6305189 36.5565344)
1199382588,36.556315,140.6200761,,,3,,POINT (140.6200761 36.556315)
1199382592,36.5597095,140.6326799,,,3,,POINT (140.6326799 36.5597095)
1199382597,36.5554136,140.6243776,,,3,,POINT (140.6243776 36.5554136)
1199382603,36.5554828,140.6188858,,,3,,POINT (140.6188858 36.5554828)
1199382604,36.5606749,140.6310201,,,4,,POINT (140.6310201 36.5606749)
1199382605,36.5650699,140.6233658,,,3,,POINT (140.6233658 36.5650699)
1199382606,36.5599186,140.6339717,,,3,,POINT (140.6339717 36.5599186)
1199382607,36.5608204,140.6252748,,,3,,POINT (140.6252748 36.5608204)
1199382609,36.559392,140.6274003,,,3,,POINT (140.6274003 36.559392)
1199382612,36.5613929,140.6339833,,,3,,POINT (140.6339833 36.5613929)
1199382614,36.5587516,140.6236387,,,4,,POINT (140.6236387 36.5587516)
1199382616,36.5579535,140.6274545,,,3,,POINT (140.6274545 36.5579535)
1199382619,36.5634686,140.6290526,,,3,,POINT (140.6290526 36.5634686)
1199382622,36.5633695,140.6244272,,,1,,POINT (140.6244272 36.5633695)
1199382623,36.5579807,140.6281972,,,4,,POINT (140.6281972 36.5579807)
1199382628,36.5599627,140.6253205,,,3,,POINT (140.6253205 36.5599627)
1199382629,36.5547688,140.6302625,,,3,,POINT (140.6302625 36.5547688)
1199382636,36.5595451,140.6302131,,,3,,POINT (140.6302131 36.5595451)
1199382641,36.5617398,140.6286722,,,3,,POINT (140.6286722 36.5617398)
1199382646,36.5560975,140.6287816,,,3,,POINT (140.6287816 36.5560975)
1199382653,36.5641779,140.6238226,,,3,,POINT (140.6238226 36.5641779)
1199382658,36.5590454,140.6306909,,,4,,POINT (140.6306909 36.5590454)
1199382661,36.5635038,140.6295471,,,4,,POINT (140.6295471 36.5635038)
1199382662,36.5612477,140.6224172,,,3,,POINT (140.6224172 36.5612477)
1199382663,36.5579578,140.6346238,,,4,,POINT (140.6346238 36.5579578)
1199382668,36.5624927,140.6280628,,,4,,POINT (140.6280628 36.5624927)
1199382669,36.557777,140.6310196,,,4,,POINT (140.6310196 36.557777)
1199382673,36.5498566,140.6266651,,,3,,POINT (140.6266651 36.5498566)
1199382675,36.5560827,140.6299557,,,4,,POINT (140.6299557 36.5560827)
1199382676,36.5570539,140.6228666,crossing,,4,,POINT (140.6228666 36.5570539)
1199382687,36.5598753,140.6306606,,,4,,POINT (140.6306606 36.5598753)
1199382701,36.5648168,140.6242564,,,3,,POINT (140.6242564 36.5648168)
1199382704,36.5599948,140.6246643,,,3,,POINT (140.6246643 36.5599948)
1199382708,36.559398,140.6283189,,,4,,POINT (140.6283189 36.559398)
1199382709,36.5609898,140.6344395,,,3,,POINT (140.6344395 36.5609898)
1199382722,36.5602638,140.6210094,,,1,,POINT (140.6210094 36.5602638)
1199382723,36.5623127,140.6296247,,,3,,POINT (140.6296247 36.5623127)
1199382727,36.5609816,140.6249383,,,3,,POINT (140.6249383 36.5609816)
1199382728,36.5630016,140.6317333,,,3,,POINT (140.6317333 36.5630016)
1199382735,36.5592814,140.6242632,,,3,,POINT (140.6242632 36.5592814)
1199382738,36.5625018,140.627514,,,3,,POINT (140.627514 36.5625018)
1199382739,36.5602224,140.6289131,,,3,,POINT (140.6289131 36.5602224)
1199382740,36.5627847,140.6225359,,,3,,POINT (140.6225359 36.5627847)
1199382748,36.5610466,140.6296627,,,4,,POINT (140.6296627 36.5610466)
1199382753,36.565064,140.6245658,,,4,,POINT (140.6245658 36.565064)
1199382755,36.5616576,140.6323951,,,4,,POINT (140.6323951 36.5616576)
1199382756,36.5602206,140.6283257,,,4,,POINT (140.6283257 36.5602206)
1199382759,36.5567923,140.6302123,,,4,,POINT (140.6302123 36.5567923)
1199382761,36.5623859,140.6254972,,,4,,POINT (140.6254972 36.5623859)
1199382768,36.5590876,140.6239367,,,3,,POINT (140.6239367 36.5590876)
1199382770,36.5594895,140.6323828,,,3,,POINT (140.6323828 36.5594895)
1199382771,36.5573993,140.6314292,,,4,,POINT (140.6314292 36.5573993)
1199382772,36.5624227,140.6238116,,,3,,POINT (140.6238116 36.5624227)
1199382776,36.5558132,140.6200018,,,3,,POINT (140.6200018 36.5558132)
1199382783,36.5527737,140.6226432,,,1,,POINT (140.6226432 36.5527737)
1199382785,36.5552739,140.6179773,,,4,,POINT (140.6179773 36.5552739)
1199382786,36.5621941,140.6317931,,,3,,POINT (140.6317931 36.5621941)
1199382788,36.5650759,140.6252811,,,4,,POINT (140.6252811 36.5650759)
1199382791,36.5578714,140.6330475,,,4,,POINT (140.6330475 36.5578714)
1199382794,36.5608663,140.6332446,,,4,,POINT (140.6332446 36.5608663)
1199382803,36.5555919,140.6293458,,,3,,POINT (140.6293458 36.5555919)
1199382806,36.55551,140.6254289,,,3,,POINT (140.6254289 36.55551)
1199382807,36.5583675,140.6323407,,,4,,POINT (140.6323407 36.5583675)
1199382809,36.5582135,140.6229823,,,4,,POINT (140.6229823 36.5582135)
1199382812,36.5611886,140.630749,,,3,,POINT (140.630749 36.5611886)
1199382815,36.5630836,140.6232835,,,4,,POINT (140.6232835 36.5630836)
1199382824,36.5633895,140.6242601,,,3,,POINT (140.6242601 36.5633895)
1199382827,36.5620701,140.6232995,,,3,,POINT (140.6232995 36.5620701)
1199382838,36.5624533,140.6270766,,,3,,POINT (140.6270766 36.5624533)
1199382839,36.5642548,140.6236645,,,1,,POINT (140.6236645 36.5642548)
1199382843,36.5580043,140.6289266,,,3,,POINT (140.6289266 36.5580043)
1199382844,36.5564884,140.6201051,,,3,,POINT (140.6201051 36.5564884)
1199382845,36.5590499,140.6334115,,,3,,POINT (140.6334115 36.5590499)
1199382847,36.5604274,140.6326461,,,4,,POINT (140.6326461 36.5604274)
1199382851,36.5643111,140.6239778,,,4,,POINT (140.6239778 36.5643111)
1199382853,36.5605067,140.6347566,,,3,,POINT (140.6347566 36.5605067)
1199382856,36.5574404,140.6295767,,,4,,POINT (140.6295767 36.5574404)
1199382858,36.5624504,140.6260736,,,3,,POINT (140.6260736 36.5624504)
1199382860,36.5593983,140.6278416,,,3,,POINT (140.6278416 36.5593983)
1199382864,36.5594012,140.6243787,,,3,,POINT (140.6243787 36.5594012)
1199382865,36.5602558,140.6274283,,,3,,POINT (140.6274283 36.5602558)
1199382866,36.5618884,140.6296396,,,4,,POINT (140.6296396 36.5618884)
1199382870,36.5629448,140.6309789,,,3,,POINT (140.6309789 36.5629448)
1199382883,36.5584978,140.6340127,,,4,,POINT (140.6340127 36.5584978)
1199382884,36.5607045,140.6330281,,,3,,POINT (140.6330281 36.5607045)
1199382888,36.5555752,140.6249312,,,4,,POINT (140.6249312 36.5555752)
1199382891,36.5630101,140.6280756,,,3,,POINT (140.6280756 36.5630101)
1199382892,36.5610945,140.6271,,,4,,POINT (140.6271 36.5610945)
1199382894,36.5590887,140.6348787,,,4,,POINT (140.6348787 36.5590887)
1199382898,36.5577495,140.6220485,,,4,,POINT (140.6220485 36.5577495)
1199382905,36.5593529,140.6312342,,,4,,POINT (140.6312342 36.5593529)
1199382908,36.5616819,140.6230424,,,4,,POINT (140.6230424 36.5616819)
1199382909,36.5557102,140.6201422,,,3,,POINT (140.6201422 36.5557102)
1199382910,36.563763,140.6228032,,,3,,POINT (140.6228032 36.563763)
1199382913,36.5562972,140.6296206,,,4,,POINT (140.6296206 36.5562972)
1199382922,36.5581457,140.6327695,,,3,,POINT (140.6327695 36.5581457)
1199382926,36.5631175,140.6242393,,,3,,POINT (140.6242393 36.5631175)
1199382927,36.5589121,140.6262136,,,4,,POINT (140.6262136 36.5589121)
1199382930,36.5600229,140.6302083,,,3,,POINT (140.6302083 36.5600229)
1199382935,36.5557888,140.6188515,,,3,,POINT (140.6188515 36.5557888)
1199382936,36.56279,140.6233405,,,3,,POINT (140.6233405 36.56279)
1199382938,36.5597104,140.6250656,,,3,,POINT (140.6250656 36.5597104)
1199382941,36.5602545,140.6278586,,,3,,POINT (140.6278586 36.5602545)
1199382943,36.5506207,140.6265876,,,3,,POINT (140.6265876 36.5506207)
1199382944,36.5629748,140.6311822,,,4,,POINT (140.6311822 36.5629748)
1199382945,36.5557018,140.630779,,,3,,POINT (140.630779 36.5557018)
1199382946,36.5550343,140.6220927,,,4,,POINT (140.6220927 36.5550343)
1199382948,36.5593013,140.6331384,,,4,,POINT (140.6331384 36.5593013)
1199382952,36.5565324,140.6293763,,,4,,POINT (140.6293763 36.5565324)
1199382953,36.5599412,140.6224073,,,4,,POINT (140.6224073 36.5599412)
1199382954,36.5580674,140.6326576,,,3,,POINT (140.6326576 36.5580674)
1199382955,36.5563061,140.6236122,,,4,,POINT (140.6236122 36.5563061)
1199382956,36.558577,140.6321033,,,4,,POINT (140.6321033 36.558577)
1199382961,36.5572233,140.6186237,,,3,,POINT (140.6186237 36.5572233)
1199382967,36.560374,140.6313353,,,3,,POINT (140.6313353 36.560374)
1199382968,36.5641056,140.6247008,,,3,,POINT (140.6247008 36.5641056)
